T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,DROP,Type,Architecture,Precision,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,model_name_for_query
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-33b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-33b-gpt4-m2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-33b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.27,63.4,85.19,57.46,48.15,78.37,9.63,37.72,fine-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-4.0,32.32,1.0,True,84a89dee5bf3447079f115a3ef4d58ef8f924798,jondurbin/airoboros-33b-gpt4-m2.0
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.27,66.81,86.66,63.41,49.17,80.27,20.55,13.0,fine-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-4.0,65.02,0.0,True,ea4bdd0221f77de9b0343cd8291cbd0fd6033ca8,jondurbin/airoboros-65b-gpt4-2.0
⭕,"<a target=""_blank"" href=""https://huggingface.co/tianlinliu0121/zephyr-7b-dpo-full-beta-0.2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">tianlinliu0121/zephyr-7b-dpo-full-beta-0.2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_tianlinliu0121__zephyr-7b-dpo-full-beta-0.2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.26,61.77,84.04,61.79,54.72,76.95,30.02,10.51,instruction-tuned,MistralForCausalLM,torch.bfloat16,mit,7.24,0.0,True,727b63fc1ca6a592072159a7185c22f74cd38480,tianlinliu0121/zephyr-7b-dpo-full-beta-0.2
🔶,"<a target=""_blank"" href=""https://huggingface.co/garage-bAInd/Stable-Platypus2-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">garage-bAInd/Stable-Platypus2-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_garage-bAInd__Stable-Platypus2-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.25,62.71,82.29,58.3,52.52,76.87,1.82,45.22,fine-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-sa-4.0,12.85,19.0,True,0e54aa49c24617e30a23a20c0c5da61419b9fe68,garage-bAInd/Stable-Platypus2-13B
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-m2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.19,65.02,86.35,64.37,46.66,80.19,22.14,14.58,fine-tuned,LlamaForCausalLM,torch.bfloat16,cc-by-nc-4.0,65.02,0.0,True,fa081d52619b35d7016fb40ce855187d6a8e7e4c,jondurbin/airoboros-65b-gpt4-m2.0
🔶,"<a target=""_blank"" href=""https://huggingface.co/uukuguy/speechless-orca-platypus-coig-lite-2k-0.6e-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">uukuguy/speechless-orca-platypus-coig-lite-2k-0.6e-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_uukuguy__speechless-orca-platypus-coig-lite-2k-0.6e-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.18,59.9,80.76,58.34,47.97,77.9,7.51,46.85,fine-tuned,LlamaForCausalLM,torch.bfloat16,cc-by-nc-4.0,12.85,0.0,True,65214c9923d55795ecd6e7f9e0fcee5ba5f26929,uukuguy/speechless-orca-platypus-coig-lite-2k-0.6e-13b
⭕,"<a target=""_blank"" href=""https://huggingface.co/tianlinliu0121/zephyr-7b-dpo-full-beta-0.2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">tianlinliu0121/zephyr-7b-dpo-full-beta-0.2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_tianlinliu0121__zephyr-7b-dpo-full-beta-0.2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.1,61.86,83.98,61.85,54.78,76.95,28.73,10.55,instruction-tuned,MistralForCausalLM,torch.float16,mit,7.24,0.0,True,727b63fc1ca6a592072159a7185c22f74cd38480,tianlinliu0121/zephyr-7b-dpo-full-beta-0.2
🔶,"<a target=""_blank"" href=""https://huggingface.co/openaccess-ai-collective/mistral-7b-slimorcaboros"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">openaccess-ai-collective/mistral-7b-slimorcaboros</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_openaccess-ai-collective__mistral-7b-slimorcaboros"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.1,63.65,83.7,63.46,55.81,77.03,23.43,11.62,fine-tuned,MistralForCausalLM,torch.float16,apache-2.0,7.0,1.0,True,c06e1a6b6c0fe764117f9ec7611ce31e796e602a,openaccess-ai-collective/mistral-7b-slimorcaboros
🔶,"<a target=""_blank"" href=""https://huggingface.co/uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b-dare-0.85"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b-dare-0.85</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_uukuguy__speechless-mistral-dolphin-orca-platypus-samantha-7b-dare-0.85"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.1,61.69,83.85,64.43,43.13,78.93,40.33,6.32,fine-tuned,MistralForCausalLM,torch.float16,llama2,7.0,1.0,True,7a3def1c382793d2b12741896302c31a471b6d1d,uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b-dare-0.85
⭕,"<a target=""_blank"" href=""https://huggingface.co/TFLai/OrcaMini-Platypus2-13B-QLoRA-0.80-epoch"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TFLai/OrcaMini-Platypus2-13B-QLoRA-0.80-epoch</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TFLai__OrcaMini-Platypus2-13B-QLoRA-0.80-epoch"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.08,60.84,82.56,56.42,53.32,75.93,2.27,47.24,instruction-tuned,LlamaForCausalLM,torch.float16,llama2,13.02,0.0,True,1f81c0439f60d848e3cbc7f06fcd58b5161a8557,TFLai/OrcaMini-Platypus2-13B-QLoRA-0.80-epoch
🔶,"<a target=""_blank"" href=""https://huggingface.co/OpenLemur/lemur-70b-v1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenLemur/lemur-70b-v1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenLemur__lemur-70b-v1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.03,64.33,85.72,65.85,44.78,83.03,28.73,5.74,fine-tuned,LlamaForCausalLM,torch.float16,llama2,68.72,31.0,True,74432ae16ef50207fe17fb88b2f1c1d32ef3b481,OpenLemur/lemur-70b-v1
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-33b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-33b-gpt4-2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-33b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",54.01,63.91,85.67,57.95,45.54,77.98,11.07,35.94,fine-tuned,LlamaForCausalLM,torch.bfloat16,cc-by-nc-4.0,32.32,3.0,True,a4e1b721add286900c5a6f529c3d7a3e0049b2e0,jondurbin/airoboros-33b-gpt4-2.0
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-m2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.94,65.1,86.34,64.32,46.63,80.11,21.61,13.47,fine-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-4.0,65.02,0.0,True,fa081d52619b35d7016fb40ce855187d6a8e7e4c,jondurbin/airoboros-65b-gpt4-m2.0
⭕,"<a target=""_blank"" href=""https://huggingface.co/PulsarAI/Nebula-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">PulsarAI/Nebula-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_PulsarAI__Nebula-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.93,59.3,83.46,57.0,45.56,76.4,14.86,40.96,instruction-tuned,MistralForCausalLM,torch.float16,cc-by-nc-4.0,7.24,0.0,True,569f848698a468fb03d37033c67f3734bbaec127,PulsarAI/Nebula-7B
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-33b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-33b-gpt4-m2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-33b-gpt4-m2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.88,64.68,84.95,57.77,47.44,77.74,10.39,34.17,fine-tuned,LlamaForCausalLM,8bit,cc-by-nc-4.0,32.32,1.0,True,57bd88e24d603dc4bbe4016ed0871db7c0e529d5,jondurbin/airoboros-33b-gpt4-m2.0
🔶,"<a target=""_blank"" href=""https://huggingface.co/Enno-Ai/ennodata-13b-8bit-raw-15epoch"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Enno-Ai/ennodata-13b-8bit-raw-15epoch</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Enno-Ai__ennodata-13b-8bit-raw-15epoch"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.87,61.6,82.2,57.55,53.58,77.51,1.44,43.22,fine-tuned,LlamaForCausalLM,torch.float16,?,13.02,0.0,True,ee2ceaae9cb806bc30df84ba4d598fdf32e53b17,Enno-Ai/ennodata-13b-8bit-raw-15epoch
🔶,"<a target=""_blank"" href=""https://huggingface.co/openBuddy/openbuddy-llama2-34b-v11.1-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">openBuddy/openbuddy-llama2-34b-v11.1-bf16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_openBuddy__openbuddy-llama2-34b-v11.1-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.87,50.0,71.19,55.71,53.01,70.8,34.57,41.81,fine-tuned,LlamaForCausalLM,torch.bfloat16,?,33.53,6.0,True,21ac0d26c0097e5ac5b4a757493574b156da7731,openBuddy/openbuddy-llama2-34b-v11.1-bf16
🔶,"<a target=""_blank"" href=""https://huggingface.co/OpenBuddy/openbuddy-codellama2-34b-v11.1-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenBuddy/openbuddy-codellama2-34b-v11.1-bf16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenBuddy__openbuddy-codellama2-34b-v11.1-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.87,50.0,71.19,55.71,53.01,70.8,34.57,41.81,fine-tuned,LlamaForCausalLM,torch.bfloat16,?,33.53,6.0,True,1b361b3634bf59913b47c9dad1b138e99833472b,OpenBuddy/openbuddy-codellama2-34b-v11.1-bf16
🔶,"<a target=""_blank"" href=""https://huggingface.co/sauce1337/BerrySauce-L2-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">sauce1337/BerrySauce-L2-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_sauce1337__BerrySauce-L2-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.86,62.29,83.78,57.1,48.3,76.09,11.75,37.75,fine-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-4.0,13.02,0.0,True,c8788874b78c84bc5593586d16fbd8ae7b5b2991,sauce1337/BerrySauce-L2-13b
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-33b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-33b-gpt4-2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-33b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.82,63.82,85.65,58.44,45.57,77.9,10.69,34.64,fine-tuned,LlamaForCausalLM,torch.float16,cc-by-nc-4.0,32.32,3.0,True,ddc598f492f5098a8e308f51a82834f98f29a4ce,jondurbin/airoboros-33b-gpt4-2.0
🔶,"<a target=""_blank"" href=""https://huggingface.co/ajibawa-2023/Uncensored-Frank-33B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ajibawa-2023/Uncensored-Frank-33B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ajibawa-2023__Uncensored-Frank-33B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.79,62.12,83.3,57.57,54.03,76.56,16.68,26.28,fine-tuned,LlamaForCausalLM,torch.bfloat16,cc-by-nc-nd-4.0,32.32,2.0,True,1c1f4e9256ac2be145a9106863ee9f2e9d701e74,ajibawa-2023/Uncensored-Frank-33B
🔶,"<a target=""_blank"" href=""https://huggingface.co/PulsarAI/CollectiveCognition-v1.1-Nebula-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">PulsarAI/CollectiveCognition-v1.1-Nebula-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_PulsarAI__CollectiveCognition-v1.1-Nebula-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.79,58.11,82.39,57.03,53.53,73.72,9.55,42.17,fine-tuned,MistralForCausalLM,torch.float16,cc-by-nc-4.0,7.24,0.0,True,c41d373a2d49b79236d6c4d0dfc4086e709c07eb,PulsarAI/CollectiveCognition-v1.1-Nebula-7B
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-1.4</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-1.4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.78,65.53,85.77,61.95,52.43,79.79,18.04,12.94,fine-tuned,LlamaForCausalLM,torch.bfloat16,cc-by-nc-4.0,65.02,16.0,True,ae256799615c16443f9c423c653ed9f60577e99e,jondurbin/airoboros-65b-gpt4-1.4
🔶,"<a target=""_blank"" href=""https://huggingface.co/psmathur/model_007_13b_v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">psmathur/model_007_13b_v2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_psmathur__model_007_13b_v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.78,61.95,82.48,57.32,53.5,75.85,1.36,43.97,fine-tuned,LlamaForCausalLM,torch.float16,llama2,12.85,4.0,True,1c959d4b5d5b8683b051f07475bb5c1ab24c8bb0,psmathur/model_007_13b_v2
🔶,"<a target=""_blank"" href=""https://huggingface.co/BELLE-2/BELLE-Llama2-13B-chat-0.4M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">BELLE-2/BELLE-Llama2-13B-chat-0.4M</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_BELLE-2__BELLE-Llama2-13B-chat-0.4M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.77,60.67,82.31,55.94,50.85,75.53,14.4,36.7,fine-tuned,LlamaForCausalLM,torch.float16,llama2,12.85,27.0,True,1776feacbf1052cff02eb3d7531a854555d3f6dc,BELLE-2/BELLE-Llama2-13B-chat-0.4M
🔶,"<a target=""_blank"" href=""https://huggingface.co/concedo/Vicuzard-30B-Uncensored"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">concedo/Vicuzard-30B-Uncensored</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_concedo__Vicuzard-30B-Uncensored"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.76,62.97,83.68,58.16,52.27,77.11,15.39,26.76,fine-tuned,LlamaForCausalLM,torch.float16,other,32.32,11.0,True,e2329c05a6e59660ba3cbcc01adf30a78f852594,concedo/Vicuzard-30B-Uncensored
🔶,"<a target=""_blank"" href=""https://huggingface.co/Enno-Ai/ennodata-raw-pankajmathur-13b-peft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Enno-Ai/ennodata-raw-pankajmathur-13b-peft</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Enno-Ai__ennodata-raw-pankajmathur-13b-peft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.72,61.95,82.21,57.44,53.57,75.93,1.29,43.65,fine-tuned,LlamaForCausalLM,8bit,?,13.02,0.0,True,206553873db96a6730d36477837335dbbcc906fc,Enno-Ai/ennodata-raw-pankajmathur-13b-peft
?,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-1.4</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-1.4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.68,65.78,85.83,62.27,52.45,79.64,18.04,11.76,,LlamaForCausalLM,torch.float16,cc-by-nc-4.0,65.02,16.0,True,ae256799615c16443f9c423c653ed9f60577e99e,jondurbin/airoboros-65b-gpt4-1.4
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.4-peft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-65b-gpt4-1.4-peft</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-65b-gpt4-1.4-peft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",53.68,65.78,85.83,62.27,52.45,79.64,18.04,11.76,fine-tuned,?,torch.float16,?,65.0,0.0,False,85ae3b595c6b8415df87000c22bc14ea18c174f5,jondurbin/airoboros-65b-gpt4-1.4-peft
